timestamp,subsystem,parameter,value,unit,quality,session_id
1750345708.8340592,gamma_beam,beam_energy_MeV,16.422240012743718,,GOOD,EXP_20250619_090828
1750345708.8340592,gamma_beam,beam_flux,50371069445522.92,,GOOD,EXP_20250619_090828
1750345708.8340592,gamma_beam,dose_rate_usv_h,0.6139475241611272,,GOOD,EXP_20250619_090828
1750345708.8340592,gamma_beam,stability_percent,98.26923989556133,,GOOD,EXP_20250619_090828
1750345708.8340592,gamma_beam,target_temperature_c,86.21026935610617,,GOOD,EXP_20250619_090828
1750345708.8340592,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,coolant_flow_lpm,3.0658164263289747,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,pb208_remaining_g,0.0,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,pressure_bar,0.9463584773556515,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,target_temperature_c,26.90892747016886,,GOOD,EXP_20250619_090828
1750345708.8345478,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,beam_energy_MeV,16.579106222475087,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,beam_flux,49995855958751.88,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,dose_rate_usv_h,0.5401531304363271,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,stability_percent,98.30608124516837,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,target_temperature_c,87.83339846010554,,GOOD,EXP_20250619_090828
1750345709.3347607,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,coolant_flow_lpm,2.9286526143262503,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,pressure_bar,1.058053740657831,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,target_temperature_c,24.775166761839618,,GOOD,EXP_20250619_090828
1750345709.8351343,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,beam_energy_MeV,16.276354609195998,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,beam_flux,50101324994602.07,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,dose_rate_usv_h,0.5610566328321642,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,stability_percent,99.7361776069975,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,target_temperature_c,85.02322105175747,,GOOD,EXP_20250619_090828
1750345709.8353941,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,beam_energy_MeV,16.483269091890392,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,beam_flux,51018112272677.3,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,dose_rate_usv_h,0.6067108989728603,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,stability_percent,96.78388637952786,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,target_temperature_c,85.38614991579546,,GOOD,EXP_20250619_090828
1750345710.3357143,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,coolant_flow_lpm,2.8702263418704903,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,pressure_bar,0.8218398504452,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,target_temperature_c,25.022184985392904,,GOOD,EXP_20250619_090828
1750345710.8354876,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,beam_energy_MeV,16.566215118932373,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,beam_flux,49188670992244.94,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,dose_rate_usv_h,0.3519722963472372,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,stability_percent,97.97587006547587,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,target_temperature_c,86.7308293278877,,GOOD,EXP_20250619_090828
1750345710.8360033,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,beam_energy_MeV,16.478188929252635,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,beam_flux,46905457084502.68,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,dose_rate_usv_h,0.5797450714869334,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,stability_percent,97.82806819906867,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,target_temperature_c,88.72445573956531,,GOOD,EXP_20250619_090828
1750345711.3363423,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,coolant_flow_lpm,3.065524204953767,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,pressure_bar,0.8333639761197652,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,target_temperature_c,24.62033706380822,,GOOD,EXP_20250619_090828
1750345711.8358839,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,beam_energy_MeV,16.425308210037702,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,beam_flux,51834624381963.03,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,dose_rate_usv_h,0.45957341996036105,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,stability_percent,97.29665029389636,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,target_temperature_c,75.0802731678256,,GOOD,EXP_20250619_090828
1750345711.8368611,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,beam_energy_MeV,16.46508528707139,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,beam_flux,50016514465930.53,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,dose_rate_usv_h,0.6257322601883412,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,stability_percent,97.90976851412898,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,target_temperature_c,78.88159391525375,,GOOD,EXP_20250619_090828
1750345712.3373885,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,coolant_flow_lpm,2.9869454651107343,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,pressure_bar,0.9661730530131096,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,target_temperature_c,24.036910763899957,,GOOD,EXP_20250619_090828
1750345712.8365865,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,beam_energy_MeV,16.6597145878848,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,beam_flux,51400392590181.32,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,dose_rate_usv_h,0.6178489342403178,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,stability_percent,98.01937937379408,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,target_temperature_c,87.97792143668362,,GOOD,EXP_20250619_090828
1750345712.8377333,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,beam_energy_MeV,16.510110608528084,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,beam_flux,50815722464490.35,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,dose_rate_usv_h,0.5770966649228688,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,stability_percent,98.75060053193212,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,target_temperature_c,80.48917581970797,,GOOD,EXP_20250619_090828
1750345713.3380485,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,coolant_flow_lpm,2.9237130452238356,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,pressure_bar,0.9592042660757973,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,target_temperature_c,26.032051586022053,,GOOD,EXP_20250619_090828
1750345713.837348,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,beam_energy_MeV,16.387770018295438,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,beam_flux,52439695898481.24,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,dose_rate_usv_h,0.5826623434740126,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,stability_percent,97.52955970028607,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,target_temperature_c,83.9936991157817,,GOOD,EXP_20250619_090828
1750345713.8387775,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_090828
1750345714.3392909,gamma_beam,beam_energy_MeV,16.346215827420195,,GOOD,EXP_20250619_090828
1750345714.3392909,gamma_beam,beam_flux,50772710493546.39,,GOOD,EXP_20250619_090828
1750345714.3392909,gamma_beam,dose_rate_usv_h,0.5431767247609758,,GOOD,EXP_20250619_090828
1750345714.3392909,gamma_beam,stability_percent,96.01959099193711,,GOOD,EXP_20250619_090828
1750345714.3392909,gamma_beam,target_temperature_c,87.58408861998281,,GOOD,EXP_20250619_090828
