timestamp,subsystem,parameter,value,unit,quality,session_id
1750380034.1722786,gamma_beam,beam_energy_MeV,16.488312061024402,,GOOD,EXP_20250619_184034
1750380034.1722786,gamma_beam,beam_flux,49227872518171.3,,GOOD,EXP_20250619_184034
1750380034.1722786,gamma_beam,dose_rate_usv_h,0.5338627570337441,,GOOD,EXP_20250619_184034
1750380034.1722786,gamma_beam,stability_percent,97.53612774131551,,GOOD,EXP_20250619_184034
1750380034.1722786,gamma_beam,target_temperature_c,85.83175465768993,,GOOD,EXP_20250619_184034
1750380034.1722786,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,coolant_flow_lpm,3.0267833063735954,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,pb208_remaining_g,0.0,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,pressure_bar,0.9138036318599948,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,target_temperature_c,24.12265644900197,,GOOD,EXP_20250619_184034
1750380034.1727204,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,beam_energy_MeV,16.363656521195423,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,beam_flux,49806914178190.52,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,dose_rate_usv_h,0.6972823193629617,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,stability_percent,97.04414027176236,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,target_temperature_c,78.78921481987541,,GOOD,EXP_20250619_184034
1750380034.6725965,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,beam_energy_MeV,16.549966648969836,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,beam_flux,51030389678970.47,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,dose_rate_usv_h,0.49206245119492187,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,stability_percent,96.47791560869257,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,target_temperature_c,83.26430862790218,,GOOD,EXP_20250619_184034
1750380035.172994,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,coolant_flow_lpm,2.8214967012969185,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,dose_rate_gy_h,0.1,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,irradiation_time_h,0.0,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,neutron_flux,1000000.0,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,pb208_remaining_g,1.0000000000000002,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,pressure_bar,0.9232764226755725,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,target_temperature_c,26.112113869584682,,GOOD,EXP_20250619_184034
1750380035.173295,target_cell,thermal_power_w,0.0,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,beam_energy_MeV,16.494401841652486,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,beam_flux,49553448026870.664,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,dose_rate_usv_h,0.7332893224321891,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,stability_percent,98.99148112315648,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,target_temperature_c,86.24409638148069,,GOOD,EXP_20250619_184034
1750380035.6731718,gamma_beam,uptime_hours,0.0,,GOOD,EXP_20250619_184034
1750380036.1738026,target_cell,au197_activity_bq,0.0,,GOOD,EXP_20250619_184034
1750380036.1738026,target_cell,conversion_percent,0.0,,GOOD,EXP_20250619_184034
1750380036.1738026,target_cell,coolant_flow_lpm,2.957947140322771,,GOOD,EXP_20250619_184034
